compartment_id,substance_id,substance_name,compartment_name,release_pathway,flow_direction
comp567d1198,NA - 05,Cobalt (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 05,Cobalt (and its compounds),Water,Waterbody,Emission
comp567d1198,NA - 06,Copper (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 06,Copper (and its compounds),Water,Waterbody,Emission
comp567d1198,NA - 07,Cyanides (ionic),Water,Direct Discharge,Emission
compb4e31bc7,NA - 07,Cyanides (ionic),Water,Waterbody,Emission
comp567d1198,53-70-3,"Dibenz[a,h]anthracene",Water,Direct Discharge,Emission
compb4e31bc7,53-70-3,"Dibenz[a,h]anthracene",Water,Waterbody,Emission
comp567d1198,189-55-9,"Dibenzo[a,i]pyrene",Water,Direct Discharge,Emission
compb4e31bc7,189-55-9,"Dibenzo[a,i]pyrene",Water,Waterbody,Emission
comp567d1198,206-44-0,Fluoranthene,Water,Direct Discharge,Emission
compb4e31bc7,206-44-0,Fluoranthene,Water,Waterbody,Emission
comp567d1198,7782-41-4,Fluorine,Water,Direct Discharge,Emission
compb4e31bc7,7782-41-4,Fluorine,Water,Waterbody,Emission
comp567d1198,NA - 19,Hexavalent chromium (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 19,Hexavalent chromium (and its compounds),Water,Waterbody,Emission
comp567d1198,193-39-5,"Indeno[1,2,3-cd]pyrene",Water,Direct Discharge,Emission
compb4e31bc7,193-39-5,"Indeno[1,2,3-cd]pyrene",Water,Waterbody,Emission
comp567d1198,NA - 08,Lead,Water,Direct Discharge,Emission
compb4e31bc7,NA - 08,Lead,Water,Waterbody,Emission
comp567d1198,NA - 08,Lead (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 08,Lead (and its compounds),Water,Waterbody,Emission
comp567d1198,NA - 09,Manganese,Water,Direct Discharge,Emission
compb4e31bc7,NA - 09,Manganese,Water,Waterbody,Emission
comp567d1198,NA - 09,Manganese (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 09,Manganese (and its compounds),Water,Waterbody,Emission
comp567d1198,NA - 10,Mercury,Water,Direct Discharge,Emission
compb4e31bc7,NA - 10,Mercury,Water,Waterbody,Emission
comp567d1198,NA - 10,Mercury (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 10,Mercury (and its compounds),Water,Waterbody,Emission
comp567d1198,91-20-3,Naphthalene,Water,Direct Discharge,Emission
compb4e31bc7,91-20-3,Naphthalene,Water,Waterbody,Emission
comp567d1198,NA - 11,Nickel (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 11,Nickel (and its compounds),Water,Waterbody,Emission
comp567d1198,NA - 17,Nitrate ion in solution at pH >= 6.0,Water,Direct Discharge,Emission
compb4e31bc7,NA - 17,Nitrate ion in solution at pH >= 6.0,Water,Waterbody,Emission
comp567d1198,198-55-0,Perylene,Water,Direct Discharge,Emission
compb4e31bc7,198-55-0,Perylene,Water,Waterbody,Emission
comp567d1198,85-01-8,Phenanthrene,Water,Direct Discharge,Emission
compb4e31bc7,85-01-8,Phenanthrene,Water,Waterbody,Emission
comp567d1198,108-95-2,Phenol (and its salts),Water,Direct Discharge,Emission
compb4e31bc7,108-95-2,Phenol (and its salts),Water,Waterbody,Emission
comp567d1198,NA - 22,Phosphorus (total),Water,Direct Discharge,Emission
compb4e31bc7,NA - 22,Phosphorus (total),Water,Waterbody,Emission
comp567d1198,129-00-0,Pyrene,Water,Direct Discharge,Emission
compb4e31bc7,129-00-0,Pyrene,Water,Waterbody,Emission
comp567d1198,NA - 12,Selenium,Water,Direct Discharge,Emission
compb4e31bc7,NA - 12,Selenium,Water,Waterbody,Emission
comp567d1198,NA - 12,Selenium (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 12,Selenium (and its compounds),Water,Waterbody,Emission
comp567d1198,NA - 13,Silver (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 13,Silver (and its compounds),Water,Waterbody,Emission
comp567d1198,71-43-2,Speciated VOC - Benzene,Water,Direct Discharge,Emission
compb4e31bc7,71-43-2,Speciated VOC - Benzene,Water,Waterbody,Emission
comp567d1198,NA - 37,Thallium (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 37,Thallium (and its compounds),Water,Waterbody,Emission
comp567d1198,NA - 40,Vanadium (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 40,Vanadium (and its compounds),Water,Waterbody,Emission
comp93f08204,7732-18-5,Water,Water,Unspecified,Consumption
compc80509fb,7732-18-5,Water,Water,Unspecified,Discharged
comp412a1227,7732-18-5,Water,Water,Unspecified,Withdrawal
comp567d1198,NA - 14,Zinc (and its compounds),Water,Direct Discharge,Emission
compb4e31bc7,NA - 14,Zinc (and its compounds),Water,Waterbody,Emission
