main_id,facility_group_id,company_id,year,flow_type,subflow_type_agg,value_normalized_sum,ore_type,mining_method,mining_submethod,facility_name,facility_group_name,company_name,city,province,geometry,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,commodities,owner(s),operator(s),operation_periods,company_URL,facility_URL,MDO_URL,source_id
ON-MAIN-6e9be24e,nan,CMP-79bcdb91,2023,Energy,Electricity,488.938072320181,Sulfide,"Open-pit, underground, concentrator",Underground – Stoping – Long-Hole Stoping,Hemlo (Williams),,Baffinland Iron Mines Corporation,Marathon,Ontario,POINT (-85.91598 48.695726),active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,Barrick Gold Corporation (100%),Barrick Gold Corporation,1985–open,https://www.barrick.com/English/home/default.aspx,https://www.barrick.com/English/operations/hemlo/default.aspx,"https://miningdataonline.com/property/49/Hemlo-Williams,-David-Bell-Mine.aspx",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-7607a50e,nan,CMP-3a4ccc7f,2023,Energy,Diesel,481.33063634375685,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Young-Davidson,,Alamos Gold Inc,Matachewan,Ontario,POINT (-80.67444 47.94667),active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Alamos Gold Inc (100%),Alamos Gold Inc,1917–1957; 2010–open,https://alamosgold.com,https://www.alamosgold.com/operations/producing-mines/island-gold-canada/default.aspx,https://miningdataonline.com/property/7/Island-Gold-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-7607a50e,nan,CMP-3a4ccc7f,2023,Energy,Electricity,762.8471462934616,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Young-Davidson,,Alamos Gold Inc,Matachewan,Ontario,POINT (-80.67444 47.94667),active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Alamos Gold Inc (100%),Alamos Gold Inc,1917–1957; 2010–open,https://alamosgold.com,https://www.alamosgold.com/operations/producing-mines/island-gold-canada/default.aspx,https://miningdataonline.com/property/7/Island-Gold-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-7607a50e,nan,CMP-3a4ccc7f,2023,Energy,Gasoline,32.81489175595889,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Young-Davidson,,Alamos Gold Inc,Matachewan,Ontario,POINT (-80.67444 47.94667),active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Alamos Gold Inc (100%),Alamos Gold Inc,1917–1957; 2010–open,https://alamosgold.com,https://www.alamosgold.com/operations/producing-mines/island-gold-canada/default.aspx,https://miningdataonline.com/property/7/Island-Gold-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-7607a50e,nan,CMP-3a4ccc7f,2023,Energy,LPG-Propane,164.03117938625263,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Young-Davidson,,Alamos Gold Inc,Matachewan,Ontario,POINT (-80.67444 47.94667),active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Alamos Gold Inc (100%),Alamos Gold Inc,1917–1957; 2010–open,https://alamosgold.com,https://www.alamosgold.com/operations/producing-mines/island-gold-canada/default.aspx,https://miningdataonline.com/property/7/Island-Gold-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-7f050560,nan,CMP-ca642bce,2024,Energy,Diesel,143.04287024970273,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Red Lake,,Evolution Mining Ltd,Balmertown,Ontario,POINT (-93.732922 51.050557),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Eldora Gold (100%),Eldorado Gold,1949–open,https://evolutionmining.com.au/,https://evolutionmining.com.au/red-lake/,https://miningdataonline.com/property/234/Red-Lake-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-7f050560,nan,CMP-ca642bce,2024,Energy,Electricity,1062.8717237700357,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Red Lake,,Evolution Mining Ltd,Balmertown,Ontario,POINT (-93.732922 51.050557),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Eldora Gold (100%),Eldorado Gold,1949–open,https://evolutionmining.com.au/,https://evolutionmining.com.au/red-lake/,https://miningdataonline.com/property/234/Red-Lake-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-7f050560,nan,CMP-ca642bce,2024,Energy,Gasoline,6.166227467300833,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Red Lake,,Evolution Mining Ltd,Balmertown,Ontario,POINT (-93.732922 51.050557),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Eldora Gold (100%),Eldorado Gold,1949–open,https://evolutionmining.com.au/,https://evolutionmining.com.au/red-lake/,https://miningdataonline.com/property/234/Red-Lake-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-7f050560,nan,CMP-ca642bce,2024,Energy,LPG-Propane,19.273660332936952,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Red Lake,,Evolution Mining Ltd,Balmertown,Ontario,POINT (-93.732922 51.050557),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Eldora Gold (100%),Eldorado Gold,1949–open,https://evolutionmining.com.au/,https://evolutionmining.com.au/red-lake/,https://miningdataonline.com/property/234/Red-Lake-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-7f050560,nan,CMP-ca642bce,2024,Energy,Natural gas,365.31866825208084,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Red Lake,,Evolution Mining Ltd,Balmertown,Ontario,POINT (-93.732922 51.050557),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Eldora Gold (100%),Eldorado Gold,1949–open,https://evolutionmining.com.au/,https://evolutionmining.com.au/red-lake/,https://miningdataonline.com/property/234/Red-Lake-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-a3c56a83,nan,CMP-967076a1,2023,Energy,Diesel,52.16348555815769,Sulfide,"Open-pit, underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Lac des Iles,,Impala Canada Ltd,Thunder Bay,Ontario,POINT (-89.6105 49.1691),active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Platinum group metals, gold, nickel, copper, cobalt",Implats (100%),Impala Canada Ltd,1993–2008; 2010–open,https://www.nap.com/home/default.aspx,https://www.nap.com/operations/default.aspx#operations,https://miningdataonline.com/property/55/Lac-des-Iles-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-a3c56a83,nan,CMP-967076a1,2023,Energy,Electricity,114.51990632318501,Sulfide,"Open-pit, underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Lac des Iles,,Impala Canada Ltd,Thunder Bay,Ontario,POINT (-89.6105 49.1691),active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Platinum group metals, gold, nickel, copper, cobalt",Implats (100%),Impala Canada Ltd,1993–2008; 2010–open,https://www.nap.com/home/default.aspx,https://www.nap.com/operations/default.aspx#operations,https://miningdataonline.com/property/55/Lac-des-Iles-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-a3c56a83,nan,CMP-967076a1,2023,Energy,Gasoline,1.408313817330211,Sulfide,"Open-pit, underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Lac des Iles,,Impala Canada Ltd,Thunder Bay,Ontario,POINT (-89.6105 49.1691),active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Platinum group metals, gold, nickel, copper, cobalt",Implats (100%),Impala Canada Ltd,1993–2008; 2010–open,https://www.nap.com/home/default.aspx,https://www.nap.com/operations/default.aspx#operations,https://miningdataonline.com/property/55/Lac-des-Iles-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-aeafbb59,nan,CMP-6265c407,2023,Energy,Diesel,76.43676814632718,,"Underground, concentrator",,Detour Lake,,Agnico Eagle Mines Limited,Northeast of Cochrane,Ontario,POINT (-79.717631 50.018143),active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1983–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/meliadine/default.aspx,https://miningdataonline.com/property/959/Meliadine-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-aeafbb59,nan,CMP-6265c407,2023,Energy,Electricity,37.567012804269666,,"Underground, concentrator",,Detour Lake,,Agnico Eagle Mines Limited,Northeast of Cochrane,Ontario,POINT (-79.717631 50.018143),active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1983–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/meliadine/default.aspx,https://miningdataonline.com/property/959/Meliadine-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-aeafbb59,nan,CMP-6265c407,2023,Energy,Explosives,0.715474928851905,,"Underground, concentrator",,Detour Lake,,Agnico Eagle Mines Limited,Northeast of Cochrane,Ontario,POINT (-79.717631 50.018143),active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1983–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/meliadine/default.aspx,https://miningdataonline.com/property/959/Meliadine-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-aeafbb59,nan,CMP-6265c407,2023,Energy,Gasoline,0.2079823262790734,,"Underground, concentrator",,Detour Lake,,Agnico Eagle Mines Limited,Northeast of Cochrane,Ontario,POINT (-79.717631 50.018143),active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1983–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/meliadine/default.aspx,https://miningdataonline.com/property/959/Meliadine-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-c5fefb01,nan,CMP-3d2c4955,2023,Energy,Diesel,239.9020654152803,Sulfide,"Open-pit, concentrator",Underground – Stoping – Long-Hole Stoping,Mishi,,Wesdome Gold Mines Ltd,Wawa,Ontario,POINT (-85.4525 48.11028),active_facility,,,mining,Open-pit,Precious metals,Gold,Wesdome Gold Mines Ltd (100%),,2002–open,https://www.wesdome.com/English/overview/default.aspx,https://www.wesdome.com/English/operations/kiena/default.aspx,https://miningdataonline.com/property/3048/Kiena-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-c5fefb01,nan,CMP-3d2c4955,2023,Energy,Electricity,804.9092849519743,Sulfide,"Open-pit, concentrator",Underground – Stoping – Long-Hole Stoping,Mishi,,Wesdome Gold Mines Ltd,Wawa,Ontario,POINT (-85.4525 48.11028),active_facility,,,mining,Open-pit,Precious metals,Gold,Wesdome Gold Mines Ltd (100%),,2002–open,https://www.wesdome.com/English/overview/default.aspx,https://www.wesdome.com/English/operations/kiena/default.aspx,https://miningdataonline.com/property/3048/Kiena-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-c5fefb01,nan,CMP-3d2c4955,2023,Energy,Explosives,10.588653817983971,Sulfide,"Open-pit, concentrator",Underground – Stoping – Long-Hole Stoping,Mishi,,Wesdome Gold Mines Ltd,Wawa,Ontario,POINT (-85.4525 48.11028),active_facility,,,mining,Open-pit,Precious metals,Gold,Wesdome Gold Mines Ltd (100%),,2002–open,https://www.wesdome.com/English/overview/default.aspx,https://www.wesdome.com/English/operations/kiena/default.aspx,https://miningdataonline.com/property/3048/Kiena-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-c5fefb01,nan,CMP-3d2c4955,2023,Energy,Gasoline,6.441082302718312,Sulfide,"Open-pit, concentrator",Underground – Stoping – Long-Hole Stoping,Mishi,,Wesdome Gold Mines Ltd,Wawa,Ontario,POINT (-85.4525 48.11028),active_facility,,,mining,Open-pit,Precious metals,Gold,Wesdome Gold Mines Ltd (100%),,2002–open,https://www.wesdome.com/English/overview/default.aspx,https://www.wesdome.com/English/operations/kiena/default.aspx,https://miningdataonline.com/property/3048/Kiena-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-c5fefb01,nan,CMP-3d2c4955,2023,Energy,Natural gas,179.8606315525143,Sulfide,"Open-pit, concentrator",Underground – Stoping – Long-Hole Stoping,Mishi,,Wesdome Gold Mines Ltd,Wawa,Ontario,POINT (-85.4525 48.11028),active_facility,,,mining,Open-pit,Precious metals,Gold,Wesdome Gold Mines Ltd (100%),,2002–open,https://www.wesdome.com/English/overview/default.aspx,https://www.wesdome.com/English/operations/kiena/default.aspx,https://miningdataonline.com/property/3048/Kiena-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-fefeaee4,nan,CMP-4a434d72,2023,Energy,Aviation fuel,437.80789632289157,Oxide or Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Musselwhite,,Newmont Corporation,north of Pickle Lake,Ontario,POINT (-90.3636 52.6127),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Newmount Corporation (100%),,1997–open,https://www.newmont.com/home/default.aspx,,https://miningdataonline.com/property/72/Brucejack-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-fefeaee4,nan,CMP-4a434d72,2023,Energy,Diesel,1729.1713688647112,Oxide or Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Musselwhite,,Newmont Corporation,north of Pickle Lake,Ontario,POINT (-90.3636 52.6127),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Newmount Corporation (100%),,1997–open,https://www.newmont.com/home/default.aspx,,https://miningdataonline.com/property/72/Brucejack-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-fefeaee4,nan,CMP-4a434d72,2023,Energy,Electricity,3947.197001178313,Oxide or Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Musselwhite,,Newmont Corporation,north of Pickle Lake,Ontario,POINT (-90.3636 52.6127),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Newmount Corporation (100%),,1997–open,https://www.newmont.com/home/default.aspx,,https://miningdataonline.com/property/72/Brucejack-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-fefeaee4,nan,CMP-4a434d72,2023,Energy,Gasoline,81.73765060240964,Oxide or Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Musselwhite,,Newmont Corporation,north of Pickle Lake,Ontario,POINT (-90.3636 52.6127),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Newmount Corporation (100%),,1997–open,https://www.newmont.com/home/default.aspx,,https://miningdataonline.com/property/72/Brucejack-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-fefeaee4,nan,CMP-4a434d72,2023,Energy,LPG-Propane,253.55130693161445,Oxide or Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Musselwhite,,Newmont Corporation,north of Pickle Lake,Ontario,POINT (-90.3636 52.6127),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Newmount Corporation (100%),,1997–open,https://www.newmont.com/home/default.aspx,,https://miningdataonline.com/property/72/Brucejack-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
ON-MAIN-fefeaee4,nan,CMP-4a434d72,2023,Energy,Other,14.12062891566265,Oxide or Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Musselwhite,,Newmont Corporation,north of Pickle Lake,Ontario,POINT (-90.3636 52.6127),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Newmount Corporation (100%),,1997–open,https://www.newmont.com/home/default.aspx,,https://miningdataonline.com/property/72/Brucejack-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-02884fb5,nan,CMP-3d0a95b7,2023,Energy,Diesel,200.14119922630562,Sulfide,"Underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Westwood-Doyon,,IAMGOLD Corporation,Cadillac,Quebec,POINT (-78.502 48.256),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",IAMGOLD Corporation (100%),IAMGOLD Corporation,2014–open,https://www.iamgold.com/English/home/default.aspx,https://www.iamgold.com/English/operations/westwood/default.aspx,https://miningdataonline.com/property/77/Westwood-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-02884fb5,nan,CMP-3d0a95b7,2023,Energy,Electricity,508.65251450676976,Sulfide,"Underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Westwood-Doyon,,IAMGOLD Corporation,Cadillac,Quebec,POINT (-78.502 48.256),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",IAMGOLD Corporation (100%),IAMGOLD Corporation,2014–open,https://www.iamgold.com/English/home/default.aspx,https://www.iamgold.com/English/operations/westwood/default.aspx,https://miningdataonline.com/property/77/Westwood-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-02884fb5,nan,CMP-3d0a95b7,2023,Energy,Explosives,11.339555125725337,Sulfide,"Underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Westwood-Doyon,,IAMGOLD Corporation,Cadillac,Quebec,POINT (-78.502 48.256),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",IAMGOLD Corporation (100%),IAMGOLD Corporation,2014–open,https://www.iamgold.com/English/home/default.aspx,https://www.iamgold.com/English/operations/westwood/default.aspx,https://miningdataonline.com/property/77/Westwood-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-02884fb5,nan,CMP-3d0a95b7,2023,Energy,Gasoline,3.2406189555125726,Sulfide,"Underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Westwood-Doyon,,IAMGOLD Corporation,Cadillac,Quebec,POINT (-78.502 48.256),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",IAMGOLD Corporation (100%),IAMGOLD Corporation,2014–open,https://www.iamgold.com/English/home/default.aspx,https://www.iamgold.com/English/operations/westwood/default.aspx,https://miningdataonline.com/property/77/Westwood-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-02884fb5,nan,CMP-3d0a95b7,2023,Energy,LPG-Propane,0.031914893617021274,Sulfide,"Underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Westwood-Doyon,,IAMGOLD Corporation,Cadillac,Quebec,POINT (-78.502 48.256),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",IAMGOLD Corporation (100%),IAMGOLD Corporation,2014–open,https://www.iamgold.com/English/home/default.aspx,https://www.iamgold.com/English/operations/westwood/default.aspx,https://miningdataonline.com/property/77/Westwood-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-02884fb5,nan,CMP-3d0a95b7,2023,Energy,Natural gas,61.85522243713733,Sulfide,"Underground, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Westwood-Doyon,,IAMGOLD Corporation,Cadillac,Quebec,POINT (-78.502 48.256),active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",IAMGOLD Corporation (100%),IAMGOLD Corporation,2014–open,https://www.iamgold.com/English/home/default.aspx,https://www.iamgold.com/English/operations/westwood/default.aspx,https://miningdataonline.com/property/77/Westwood-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-9de9bb0d,nan,CMP-3d2c4955,2023,Energy,Diesel,490.50384724224824,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Kiena,,Wesdome Gold Mines Ltd,Val-d’Or,Quebec,POINT (-77.91 48.12),active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Wesdome Gold Mines Ltd (100%),,1936–1996; 2005–2013; 2021–open,https://www.wesdome.com/English/overview/default.aspx,https://www.wesdome.com/English/operations/eagle-river/default.aspx,https://miningdataonline.com/property/1254/Eagle-River-Complex.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-9de9bb0d,nan,CMP-3d2c4955,2023,Energy,Electricity,1176.3424921505477,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Kiena,,Wesdome Gold Mines Ltd,Val-d’Or,Quebec,POINT (-77.91 48.12),active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Wesdome Gold Mines Ltd (100%),,1936–1996; 2005–2013; 2021–open,https://www.wesdome.com/English/overview/default.aspx,https://www.wesdome.com/English/operations/eagle-river/default.aspx,https://miningdataonline.com/property/1254/Eagle-River-Complex.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-9de9bb0d,nan,CMP-3d2c4955,2023,Energy,Explosives,21.758367134264937,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Kiena,,Wesdome Gold Mines Ltd,Val-d’Or,Quebec,POINT (-77.91 48.12),active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Wesdome Gold Mines Ltd (100%),,1936–1996; 2005–2013; 2021–open,https://www.wesdome.com/English/overview/default.aspx,https://www.wesdome.com/English/operations/eagle-river/default.aspx,https://miningdataonline.com/property/1254/Eagle-River-Complex.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-9de9bb0d,nan,CMP-3d2c4955,2023,Energy,Gasoline,56.685846730180984,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Kiena,,Wesdome Gold Mines Ltd,Val-d’Or,Quebec,POINT (-77.91 48.12),active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Wesdome Gold Mines Ltd (100%),,1936–1996; 2005–2013; 2021–open,https://www.wesdome.com/English/overview/default.aspx,https://www.wesdome.com/English/operations/eagle-river/default.aspx,https://miningdataonline.com/property/1254/Eagle-River-Complex.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-9de9bb0d,nan,CMP-3d2c4955,2023,Energy,LPG-Propane,287.2895021717941,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Kiena,,Wesdome Gold Mines Ltd,Val-d’Or,Quebec,POINT (-77.91 48.12),active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Wesdome Gold Mines Ltd (100%),,1936–1996; 2005–2013; 2021–open,https://www.wesdome.com/English/overview/default.aspx,https://www.wesdome.com/English/operations/eagle-river/default.aspx,https://miningdataonline.com/property/1254/Eagle-River-Complex.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-b86f7d07,nan,CMP-7e360a1f,2023,Energy,Diesel,470.3406134542327,Sulfide,"Open-pit, underground, concentrator",Underground – Stoping – Cut-and-Fill Stoping,Casa Berardi,,Hecla Mining Company,"north of La Sarre, Casa Berardi Twp.",Quebec,POINT (-79.231307 49.5719),active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Gold, silver",Hecla Mining Company (100%),Hecla Mining Company,1988–1991; 1993–open,https://www.hecla.com/,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada,https://miningdataonline.com/property/4563/Keno-Hill-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-b86f7d07,nan,CMP-7e360a1f,2023,Energy,Electricity,497.5641308019198,Sulfide,"Open-pit, underground, concentrator",Underground – Stoping – Cut-and-Fill Stoping,Casa Berardi,,Hecla Mining Company,"north of La Sarre, Casa Berardi Twp.",Quebec,POINT (-79.231307 49.5719),active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Gold, silver",Hecla Mining Company (100%),Hecla Mining Company,1988–1991; 1993–open,https://www.hecla.com/,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada,https://miningdataonline.com/property/4563/Keno-Hill-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
